;unixdate;date;m_id;from_user;source;likes_count;repost_count;copy_text;reposter_type
438;1493123955;2017-04-25 15:39:15;3194;297379053;129244038;0;0;;user
439;1493123935;2017-04-25 15:38:55;1154;-141634839;129244038;4;1;;group
440;1493123938;2017-04-25 15:38:58;4120;566958;129244038;0;0;;user
441;1493123928;2017-04-25 15:38:48;22286;7062861;129244038;1;0;;user
442;1493123909;2017-04-25 15:38:29;8907;336187363;129244038;1;0;;user
443;1493123883;2017-04-25 15:38:03;11748;1670833;129244038;0;0;;user
444;1493123859;2017-04-25 15:37:39;2816;27748;129244038;0;0;;user
445;1493123853;2017-04-25 15:37:33;50047;45015807;129244038;0;0;;user
446;1493123846;2017-04-25 15:37:26;508;17436353;129244038;0;0;;user
447;1493123841;2017-04-25 15:37:21;2276;15210534;129244038;0;0;;user
448;1493123813;2017-04-25 15:36:53;5071;4524101;129244038;1;0;;user
449;1493123798;2017-04-25 15:36:38;6156;9423699;129244038;0;0;;user
450;1493123779;2017-04-25 15:36:19;3523;13031756;129244038;0;0;;user
451;1493123775;2017-04-25 15:36:15;1899;18059819;129244038;2;0;;user
452;1493123770;2017-04-25 15:36:10;17551;39786987;129244038;1;0;;user
453;1493123743;2017-04-25 15:35:43;1126;85683392;129244038;0;0;;user
454;1493123720;2017-04-25 15:35:20;2600;110731218;129244038;0;0;;user
455;1493123711;2017-04-25 15:35:11;846;416504653;129244038;0;0;;user
456;1493123691;2017-04-25 15:34:51;871;194574255;129244038;0;0;;user
457;1493123680;2017-04-25 15:34:40;19433;13944806;129244038;0;0;;user
458;1493123655;2017-04-25 15:34:15;3813;195945778;129244038;0;0;;user
459;1493123651;2017-04-25 15:34:11;18493;542303;129244038;0;0;;user
460;1493123628;2017-04-25 15:33:48;8134;325591159;129244038;0;0;;user
461;1493123619;2017-04-25 15:33:39;8655;184436516;129244038;0;0;;user
462;1493123615;2017-04-25 15:33:35;19147;23680759;129244038;1;0;;user
463;1493123604;2017-04-25 15:33:24;15670;189812216;129244038;0;0;;user
464;1493123580;2017-04-25 15:33:00;2410;-142616896;129244038;4;1;;group
465;1493123583;2017-04-25 15:33:03;79;344721187;129244038;0;0;;user
466;1493123570;2017-04-25 15:32:50;47081;400018;129244038;0;0;;user
467;1493123569;2017-04-25 15:32:49;18697;4271551;129244038;0;0;;user
468;1493123620;2017-04-25 15:33:40;626;205770238;129244038;0;0;;user
469;1493123529;2017-04-25 15:32:09;37609;12025189;129244038;0;0;;user
470;1493133561;2017-04-25 18:19:21;258;171714191;-142590933;0;0;;user
471;1493133370;2017-04-25 18:16:10;5570;253263832;-142590933;0;0;;user
472;1493125278;2017-04-25 16:01:18;520;-143648104;-107517920;0;0;;group
473;1493128758;2017-04-25 16:59:18;176;249507614;195593009;0;0;;user
474;1493132761;2017-04-25 18:06:01;726;14789593;-30838658;0;0;;user
475;1493127836;2017-04-25 16:43:56;51776;51057922;157362008;0;0;;user
476;1493128338;2017-04-25 16:52:18;24119;210493157;68396478;0;0;;user
477;1493129869;2017-04-25 17:17:49;6360;503398;8650868;0;0;;user
479;1493132359;2017-04-25 17:59:19;258;159221686;7467680;0;0;;user
480;1493134347;2017-04-25 18:32:27;1470;87107415;43632686;0;0;;user
481;1493133982;2017-04-25 18:26:22;16280;240456480;43469578;1;0;;user
482;1493126153;2017-04-25 16:15:53;22572;116569429;156141890;0;0;;user
483;1493125336;2017-04-25 16:02:16;4631;331576045;14602050;0;0;;user
484;1493133683;2017-04-25 18:21:23;8797;93757999;223311344;2;0;;user
485;1493129628;2017-04-25 17:13:48;2438;163743881;223311344;0;0;;user
486;1493127642;2017-04-25 16:40:42;6321;49105702;223311344;0;0;;user
487;1493125751;2017-04-25 16:09:11;37105;10749946;223311344;3;1;;user
488;1493125351;2017-04-25 16:02:31;2029;76537632;-21239875;0;0;красавчик;user
489;1493130035;2017-04-25 17:20:35;13524;2402660;8106446;1;0;;user
490;1493126174;2017-04-25 16:16:14;34027;25870133;305529785;0;0;;user
491;1493124599;2017-04-25 15:49:59;1018;248009305;2093965;0;0;;user
492;1493126282;2017-04-25 16:18:02;626;103729793;-141634839;0;0;;user
493;1493125004;2017-04-25 15:56:44;99;337120059;-142616896;0;0;;user
494;1493129277;2017-04-25 17:07:57;19414;10705190;10749946;0;0;;user
